Date/Time	MERRA C~ws50~Mean	MERRA E~ws50~Mean	MERRA N~ws50~Mean	MERRA S~ws50~Mean	MERRA W~ws50~Mean
23/08/2006 03:00	8.6418	21.7028	8.3781	10.1547	24.7596
23/08/2006 04:00	8.9592	27.3524	9.7433	10.824	18.0627
23/08/2006 05:00	12.9824	43.0119	13.0602	14.0835	37.8833
23/08/2006 06:00	13.7961	42.4553	15.0582	18.3138	40.8747
23/08/2006 07:00	16.0076	46.8331	16.4449	24.0991	28.159
23/08/2006 08:00	18.5701	53.198	18.237	23.4073	19.5687
23/08/2006 09:00	16.6152	16.8061	17.8089	26.8829	18.3169
23/08/2006 10:00	13.6674	18.9522	15.2691	20.5385	33.0129
23/08/2006 11:00	14.3418	48.8853	14.3803	18.5855	35.6838
23/08/2006 12:00	11.7599	27.5427	11.5185	16.8023	12.8832
23/08/2006 13:00	12.5223	24.3041	13.3956	20.3167	34.7128
23/08/2006 14:00	12.818	34.0615	12.8493	16.9279	28.2664
23/08/2006 15:00	13.0127	41.2462	12.6522	18.8704	20.3759
23/08/2006 16:00	12.4929	40.2376	11.869	18.0268	32.9403
23/08/2006 17:00	11.4525	29.7976	11.7896	16.2579	23.8583
23/08/2006 18:00	13.3861	33.7933	14.1962	18.7805	16.5989
23/08/2006 19:00	16.2889	28.1478	15.735	23.3695	48.2124
23/08/2006 20:00	12.8432	44.8275	13.1244	19.2329	28.7801
23/08/2006 21:00	12.8203	24.6475	13.7764	15.9828	17.4018
23/08/2006 22:00	16.8595	63.4433	17.6714	21.0379	33.6486
23/08/2006 23:00	16.273	19.3858	15.657	16.6203	47.5064
24/08/2006 00:00	10.7177	38.9662	10.7633	16.2358	20.2967
24/08/2006 01:00	13.6886	27.4824	14.3687	15.4568	30.0797
24/08/2006 02:00	14.231	14.9598	15.5206	16.8033	25.3665
24/08/2006 03:00	12.4227	37.5612	12.64	17.0877	24.5802
24/08/2006 04:00	11.13	42.8928	12.3436	19.0141	32.9217
24/08/2006 05:00	11.6977	32.3735	11.0603	13.8717	15.361
24/08/2006 06:00	9.5331	26.3708	9.983	11.3576	27.5577
24/08/2006 07:00	11.6963	38.7827	12.5249	19.395	27.8684
24/08/2006 08:00	12.4174	45.3702	13.6554	16.2046	22.0046
24/08/2006 09:00	12.867	46.9068	13.3343	17.2433	35.0394
24/08/2006 10:00	11.0806	16.8598	11.0763	16.1842	23.2501
24/08/2006 11:00	11.6554	22.1098	11.6019	12.1701	33.8676
24/08/2006 12:00	10.5912	42.6661	10.4331	14.5143	20.2914
24/08/2006 13:00	13.8328	28.9624	13.8701	19.5695	15.1691
24/08/2006 14:00	10.0425	23.0084	9.7334	12.8051	29.7097
24/08/2006 15:00	11.0093	14.5684	10.6609	13.7025	13.6547
24/08/2006 16:00	10.1671	39.7522	10.9729	15.6374	29.4129
24/08/2006 17:00	14.0126	34.2239	14.6766	16.3038	20.7774
24/08/2006 18:00	11.2793	36.724	11.8965	14.1191	14.0662
24/08/2006 19:00	14.0179	33.086	14.0926	20.0062	42.1605
24/08/2006 20:00	12.1126	21.6347	12.804	19.0736	26.5808
24/08/2006 21:00	13.6722	47.2179	14.2514	14.7467	31.2664
24/08/2006 22:00	11.3511	41.5098	10.7766	12.1969	30.0654
24/08/2006 23:00	13.8134	47.3522	14.4279	17.2136	39.758
25/08/2006 00:00	12.1326	23.0109	12.8279	15.3142	21.0423
25/08/2006 01:00	13.1474	31.0125	13.7136	18.7278	39.3187
25/08/2006 02:00	10.2283	36.5303	10.7808	12.3148	26.9269
25/08/2006 03:00	12.3906	15.8367	12.0804	13.5178	13.7699
25/08/2006 04:00	9.0142	25.8055	9.0555	13.5468	17.1896
25/08/2006 05:00	12.4204	14.3282	12.7938	19.2305	22.3166
25/08/2006 06:00	9.8274	23.567	9.9068	13.452	17.0649
25/08/2006 07:00	9.3864	27.1895	9.2653	12.2111	22.0998
25/08/2006 08:00	8.8937	34.7887	9.2638	11.2074	25.9778
25/08/2006 09:00	9.5796	32.5174	9.1976	10.4894	11.8304
25/08/2006 10:00	8.7175	17.7149	9.0687	11.2823	19.1617
25/08/2006 11:00	9.0786	28.0148	9.298	12.3631	12.0196
25/08/2006 12:00	6.6001	24.6471	7.2366	10.9772	8.6676
25/08/2006 13:00	6.5327	7.2833	6.8678	10.7987	14.8134
25/08/2006 14:00	7.4781	17.4897	7.6224	8.3452	16.24
25/08/2006 15:00	6.6822	17.0458	6.4746	7.6481	10.802
25/08/2006 16:00	5.4134	5.7873	5.1188	6.1152	7.3559
25/08/2006 17:00	4.9494	8.1306	4.3835	5.7237	14.9684
25/08/2006 18:00	7.2951	28.8432	7.7496	9.2257	9.2064
25/08/2006 19:00	8.5073	23.0111	9.1775	10.9237	8.8157
25/08/2006 20:00	7.6307	14.2436	8.0936	10.5407	21.5254
25/08/2006 21:00	8.0778	20.0302	8.0744	10.5299	10.6476
25/08/2006 22:00	7.4025	22.8159	7.5784	8.8354	17.8407
25/08/2006 23:00	9.3695	19.961	9.0235	13.3381	18.1758
26/08/2006 00:00	8.0219	18.2856	8.8261	10.7945	19.3396
26/08/2006 01:00	8.1199	29.1807	8.0628	10.9666	15.1104
26/08/2006 02:00	6.6627	8.1721	5.8971	7.1491	18.3253
26/08/2006 03:00	7.5172	25.2326	7.3385	8.3106	15.2141
26/08/2006 04:00	7.3657	15.9064	6.9465	8.0337	13.0719
26/08/2006 05:00	6.659	15.6823	6.2383	8.0609	14.7033
26/08/2006 06:00	8.5023	23.6873	8.0566	12.0161	13.0817
26/08/2006 07:00	6.7801	10.8951	6.5989	8.9007	15.0268
26/08/2006 08:00	5.7261	17.9568	5.3088	7.0387	15.7652
26/08/2006 09:00	5.251	13.2975	5.4789	7.2097	7.3791
26/08/2006 10:00	5.5993	13.7048	5.6137	6.9884	5.6067
26/08/2006 11:00	4.7547	15.1702	5.5604	8.4877	11.4731
26/08/2006 12:00	3.5011	7.9852	2.9923	4.6922	7.2345
26/08/2006 13:00	4.5084	10.0095	4.7483	6.614	12.5018
26/08/2006 14:00	3.321	9.834	3.6151	5.8302	6.7735
26/08/2006 15:00	2.889	7.7693	2.7459	4.6256	7.2905
26/08/2006 16:00	2.4009	8.9288	2.9469	5.0458	3.4729
26/08/2006 17:00	0.7894	1.5254	1.2812	2.041	0.9271
26/08/2006 18:00	0.4091	1.1394	99999	0.07	0.931
26/08/2006 19:00	0.2586	0.7205	0.2321	0.8202	0.6242
26/08/2006 20:00	1.1443	2.1296	1.3884	2.1172	2.5196
26/08/2006 21:00	1.6023	5.7094	2.1791	3.6748	5.1542
26/08/2006 22:00	1.0259	1.9795	0.7365	1.6317	2.0863
26/08/2006 23:00	1.4161	3.6956	1.8346	2.5722	1.7521
27/08/2006 00:00	1.4213	4.1978	1.0414	1.9735	2.7136
27/08/2006 01:00	1.5613	5.7239	2.03	3.0683	2.1886
27/08/2006 02:00	2.3523	6.3832	1.9363	2.5081	4.6646
27/08/2006 03:00	2.8383	7.2419	2.8108	3.408	6.3902
27/08/2006 04:00	4.2371	6.7379	3.656	5.2721	10.9963
27/08/2006 05:00	4.1604	16.5868	4.3001	5.3153	5.165
27/08/2006 06:00	5.7885	22.9243	6.6748	9.3189	16.0129
27/08/2006 07:00	5.2622	5.6553	5.4629	6.3177	10.0643
27/08/2006 08:00	4.7187	9.5976	5.2409	8.3799	6.1268
27/08/2006 09:00	5.0358	13.9496	4.9223	6.4592	7.1682
27/08/2006 10:00	4.6547	15.4777	4.7123	6.0264	8.2974
27/08/2006 11:00	3.2573	10.7622	3.2834	4.2217	3.6676
27/08/2006 12:00	3.7064	8.1675	3.2838	5.0987	4.2726
27/08/2006 13:00	3.1164	8.0761	3.5811	4.3467	9.8352
27/08/2006 14:00	3.1608	11.4253	3.0593	4.0155	3.7796
27/08/2006 15:00	3.2905	4.7048	3.1111	4.3486	7.8933
27/08/2006 16:00	4.1983	14.9775	3.7981	4.4736	12.3222
27/08/2006 17:00	4.3608	17.2986	3.8236	5.0457	7.2786
27/08/2006 18:00	7.1807	20.2831	8.0828	9.4442	21.201
27/08/2006 19:00	5.8297	20.5486	5.6181	7.0726	17.0426
27/08/2006 20:00	6.1357	12.4819	6.8224	8.0819	10.3541
27/08/2006 21:00	6.3495	25.6597	6.9603	10.3343	12.2781
27/08/2006 22:00	7.8253	8.8736	7.6566	8.4112	11.8938
27/08/2006 23:00	7.6487	19.9234	7.8412	9.1267	22.6577
28/08/2006 00:00	7.9626	24.3274	8.4286	13.1048	22.0767
28/08/2006 01:00	9.4816	24.7568	10.1052	12.8871	19.0126
28/08/2006 02:00	8.717	34.8847	9.6564	12.7307	21.0047
28/08/2006 03:00	9.036	14.9178	9.6021	10.0754	27.0947
28/08/2006 04:00	10.1587	28.6723	10.9224	15.4598	25.0723
28/08/2006 05:00	10.9351	21.7843	11.7967	12.6051	18.1433
28/08/2006 06:00	11.1434	13.5823	11.8141	16.7059	33.3951
28/08/2006 07:00	7.6126	28.9362	8.1781	12.1448	16.3794
28/08/2006 08:00	7.8447	12.4796	7.8525	9.8153	16.6176
28/08/2006 09:00	8.4702	30.0354	9.0378	11.3594	25.0385
28/08/2006 10:00	8.5901	17.2996	8.5903	12.4456	13.5133
28/08/2006 11:00	7.6704	18.9223	7.3124	9.1086	9.1818
28/08/2006 12:00	8.3885	25.8653	8.018	10.1359	10.5915
28/08/2006 13:00	6.3375	8.7302	6.5356	9.0151	8.8704
28/08/2006 14:00	8.0103	18.962	8.1086	9.3033	18.4494
28/08/2006 15:00	6.3872	16.7803	6.0929	6.9058	6.6569
28/08/2006 16:00	6.1088	6.1077	6.2752	7.0394	13.5446
28/08/2006 17:00	6.274	20.732	6.8185	9.7323	10.7935
28/08/2006 18:00	8.9719	21.1909	9.3778	10.7678	20.7562
28/08/2006 19:00	9.1344	36.8877	9.7233	10.749	18.7715
28/08/2006 20:00	8.0002	12.8342	9.0773	11.9602	13.4441
28/08/2006 21:00	6.9373	8.4451	6.5335	8.082	12.6203
28/08/2006 22:00	7.6026	27.6067	7.3557	11.1932	15.2237
28/08/2006 23:00	7.9682	11.3018	8.5787	11.2234	9.4834
29/08/2006 00:00	8.0187	16.0841	8.4468	10.2177	13.2607
29/08/2006 01:00	10.2031	29.2773	10.4494	13.6201	23.2804
29/08/2006 02:00	8.8088	29.2606	9.3153	10.0952	9.8129
29/08/2006 03:00	8.7094	28.2757	8.9176	13.5195	11.3664
29/08/2006 04:00	10.8573	22.8775	11.6883	17.0855	24.666
29/08/2006 05:00	10.4215	19.082	11.5978	15.9533	30.6543
29/08/2006 06:00	9.5956	11.8807	9.1434	10.3218	9.9298
29/08/2006 07:00	12.4644	47.1909	13.0356	13.8089	22.358
29/08/2006 08:00	11.4683	20.7155	11.4607	16.7222	17.1936
29/08/2006 09:00	8.9886	11.1059	9.6305	14.2528	17.7697
29/08/2006 10:00	8.6168	16.5721	8.8673	12.0802	9.499
29/08/2006 11:00	6.9761	23.6152	6.3699	9.569	13.0163
29/08/2006 12:00	9.2871	12.5926	8.4302	13.0371	20.0527
29/08/2006 13:00	10.0444	29.1182	9.6171	14.5385	27.6424
29/08/2006 14:00	9.5493	36.6604	9.4784	13.6453	18.9029
29/08/2006 15:00	9.2768	13.4611	9.7391	13.7712	10.2485
29/08/2006 16:00	8.1347	11.0801	8.4754	11.0685	21.6298
29/08/2006 17:00	8.1398	11.0544	7.7822	9.6307	8.9048
29/08/2006 18:00	10.4649	33.5425	11.2893	13.8442	21.6842
29/08/2006 19:00	10.3961	34.3569	10.8979	15.0613	24.7517
29/08/2006 20:00	10.0597	39.473	10.2779	13.7939	23.2979
29/08/2006 21:00	10.2295	39.2177	9.7054	10.9295	20.2515
29/08/2006 22:00	10.4036	19.9292	9.8782	15.0127	24.5692
29/08/2006 23:00	11.4599	38.6292	12.802	16.3491	28.1707
30/08/2006 00:00	8.3841	16.3564	8.219	12.7524	15.3379
30/08/2006 01:00	7.4605	28.4153	7.8412	10.5524	19.3011
30/08/2006 02:00	7.1154	14.0926	7.3773	9.6175	16.5216
30/08/2006 03:00	9.3298	17.3268	9.3775	12.0806	22.4094
30/08/2006 04:00	12.8841	44.5492	12.5281	15.105	19.0331
30/08/2006 05:00	10.8677	21.7697	11.9453	14.7054	26.219
30/08/2006 06:00	12.0667	31.2823	12.6856	15.4846	28.2893
30/08/2006 07:00	15.3334	55.3243	16.0399	24.132	40.9137
30/08/2006 08:00	12.8251	13.6716	13.4711	16.0476	22.6395
30/08/2006 09:00	12.3718	27.1714	12.9303	18.0578	21.0181
30/08/2006 10:00	10.2845	24.9689	10.0955	11.6452	15.3744
30/08/2006 11:00	11.4109	33.6502	11.1076	12.3232	18.0369
30/08/2006 12:00	10.4365	40.318	11.0393	12.1362	26.8243
30/08/2006 13:00	13.8891	28.6247	14.4388	17.1932	36.0797
30/08/2006 14:00	11.5327	18.6715	11.7091	14.9374	11.7878
30/08/2006 15:00	9.6302	30.0534	9.4059	10.1799	17.0623
30/08/2006 16:00	12.4719	16.8855	13.3459	15.4528	15.0341
30/08/2006 17:00	12.8298	32.1731	13.7071	16.1507	36.6995
30/08/2006 18:00	12.7065	21.6392	12.8953	19.5004	24.0742
30/08/2006 19:00	12.6523	49.4535	12.2556	15.9601	24.3028
30/08/2006 20:00	9.9031	32.7664	10.2871	14.6979	12.1307
30/08/2006 21:00	11.3273	43.8975	11.7887	14.899	15.8073
30/08/2006 22:00	14.1987	50.3569	13.7967	20.4398	21.8691
30/08/2006 23:00	10.396	20.8702	11.3687	13.707	19.2885
31/08/2006 00:00	11.5058	17.7508	12.1133	15.5592	33.3026
31/08/2006 01:00	14.1063	29.5926	14.6403	20.951	24.5591
31/08/2006 02:00	14.3063	21.4837	15.0939	18.2194	41.5045
31/08/2006 03:00	13.3125	24.7889	14.5105	18.0076	26.0298
31/08/2006 04:00	15.2429	20.9422	16.3701	17.4141	16.9007
31/08/2006 05:00	14.5334	29.8403	15.5167	21.3279	35.0881
31/08/2006 06:00	14.3738	44.1835	14.1617	21.4452	41.1802
31/08/2006 07:00	12.5572	36.8476	12.8193	17.7522	27.5718
31/08/2006 08:00	13.5421	50.7878	14.883	18.3707	38.2213
31/08/2006 09:00	12.4825	20.3821	12.4613	18.6967	37.3908
31/08/2006 10:00	12.9852	20.2795	13.4599	15.7361	18.5941
31/08/2006 11:00	14.793	38.9179	14.8143	17.7326	40.8553
31/08/2006 12:00	11.9554	38.9468	12.7247	15.6724	21.8855
31/08/2006 13:00	12.6556	43.5445	13.5205	19.2882	35.225
31/08/2006 14:00	14.3362	45.68	14.4707	19.4338	30.9191
31/08/2006 15:00	11.5904	41.7734	11.2119	15.7908	19.2674
31/08/2006 16:00	15.9535	26.4711	16.7526	22.7059	42.5278
31/08/2006 17:00	14.8771	36.6243	15.1837	18.0712	40.197
31/08/2006 18:00	11.6013	20.3191	10.9708	15.428	32.9752
31/08/2006 19:00	13.8933	37.7072	14.6412	21.2748	38.6436
31/08/2006 20:00	11.3035	42.9596	11.0828	14.7011	18.0201
31/08/2006 21:00	14.1152	29.5947	15.3657	22.5742	28.741
31/08/2006 22:00	14.0416	27.9842	14.6611	21.6661	22.702
31/08/2006 23:00	10.5038	12.912	11.2679	15.569	18.621
01/09/2006 00:00	9.5572	25.2424	10.1452	11.8868	25.2453
01/09/2006 01:00	8.2151	11.2995	8.5041	12.6239	18.6325
01/09/2006 02:00	7.9141	17.6809	8.8725	12.2501	9.772
01/09/2006 03:00	8.2183	33.0265	7.8968	12.3285	15.6875
01/09/2006 04:00	7.4754	16.144	6.9614	9.5818	19.7011
01/09/2006 05:00	5.6	15.9925	6.3311	7.6309	15.2679
01/09/2006 06:00	5.1895	20.1207	5.3898	7.4787	12.8523
01/09/2006 07:00	4.6122	16.9144	4.1639	4.8655	10.7587
01/09/2006 08:00	4.2364	11.0383	4.6994	6.2938	4.6588
01/09/2006 09:00	1.7772	5.9025	2.0905	3.163	4.7974
01/09/2006 10:00	1.3927	2.5397	1.8986	2.8151	4.348
01/09/2006 11:00	0.5787	1.7296	1.0336	1.9377	1.6935
01/09/2006 12:00	0.0274	0.4095	99999	99999	0.5904
01/09/2006 13:00	0.851	2.7973	0.3851	1.1504	3.1044
01/09/2006 14:00	1.0511	1.43	0.832	1.7748	3.7745
01/09/2006 15:00	2.435	6.688	2.7652	4.6059	3.172
01/09/2006 16:00	2.807	6.5511	2.5215	4.2712	4.7998
01/09/2006 17:00	4.0903	6.6216	3.8159	4.8111	6.3295
01/09/2006 18:00	6.022	22.9655	6.7681	7.3721	6.5716
01/09/2006 19:00	6.8605	15.4945	7.2933	9.339	8.2953
01/09/2006 20:00	5.7623	11.6926	5.721	7.583	8.6894
01/09/2006 21:00	7.8045	13.3455	8.2014	9.8728	23.8038
01/09/2006 22:00	7.7524	31.3219	7.8867	9.9108	11.9013
01/09/2006 23:00	8.6758	9.4011	9.4616	10.622	22.3007
02/09/2006 00:00	7.036	17.3827	7.1445	9.1928	15.8587
02/09/2006 01:00	8.7995	31.3957	8.0596	8.9893	17.7398
02/09/2006 02:00	8.7165	13.1872	9.2227	10.7209	17.4038
02/09/2006 03:00	9.3485	18.2839	9.1642	9.9447	23.5678
02/09/2006 04:00	10.351	28.1751	10.3418	13.7563	31.0886
02/09/2006 05:00	9.944	18.1503	10.6322	13.6641	10.367
02/09/2006 06:00	10.1361	19.0341	10.6959	13.2082	14.5947
02/09/2006 07:00	6.5531	17.5706	6.6029	8.1593	12.1703
02/09/2006 08:00	6.5041	21.1062	7.0382	8.9177	11.3595
02/09/2006 09:00	5.5064	20.9486	5.8971	9.3213	10.2918
02/09/2006 10:00	7.3691	14.4361	8.0491	8.4399	20.5711
02/09/2006 11:00	7.143	18.64	7.6196	11.2187	11.5803
02/09/2006 12:00	8.4502	9.1081	8.3364	9.9239	24.4657
02/09/2006 13:00	7.1983	19.0865	7.5064	11.6008	19.1953
02/09/2006 14:00	7.3392	29.6758	6.5263	9.0345	10.4343
02/09/2006 15:00	6.6788	17.4548	7.0753	10.6129	20.0874
